TAXONOMY,Kingdom,Phylum,Class,Order,Family,Genus
ASV5808,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,NA,NA
ASV5809,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,NA
ASV5810,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,OCS116_clade,NA
ASV5811,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Synechococcus_CC9902
ASV5812,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Synechococcus_MBIC10613
ASV5813,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,NA
ASV5814,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,NA,NA
ASV5815,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV5816,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,Draconibacterium
ASV5817,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV5818,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,NA
ASV5819,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV5820,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XII,Fusibacter
ASV5821,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,Terasakiella
ASV5822,Bacteria,NA,NA,NA,NA,NA
ASV5823,Bacteria,Cyanobacteria,Oxyphotobacteria,NA,NA,NA
ASV5824,Archaea,Euryarchaeota,Thermoplasmata,Marine_Group_II,NA,NA
ASV5825,Bacteria,Lentisphaerae,Oligosphaeria,P.palmC41,NA,NA
ASV5826,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella
ASV5827,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV5828,Bacteria,Dadabacteria,Dadabacteriia,Dadabacteriales,NA,NA
ASV5829,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV5830,Bacteria,Margulisbacteria,NA,NA,NA,NA
ASV5831,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Synechococcus_MBIC10613
ASV5832,Bacteria,NA,NA,NA,NA,NA
ASV5833,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
ASV5834,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,NA
ASV5835,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,NA,NA
ASV5836,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Synechococcus_MBIC10613
ASV5837,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV5838,Bacteria,NA,NA,NA,NA,NA
ASV5839,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,NA
ASV5840,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rubripirellula
ASV5841,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Synechococcus_MBIC10613
ASV5842,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Blfdi19,NA
ASV5843,Bacteria,Cyanobacteria,Oxyphotobacteria,NA,NA,NA
ASV5844,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Marinoscillum
ASV5845,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV5846,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV5847,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV5848,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,NA
ASV5849,Bacteria,NA,NA,NA,NA,NA
ASV5850,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324_clade(Marine_group_B),NA,NA
ASV5851,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,NA,NA
ASV5852,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,NA,NA
ASV5853,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV5854,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Aestuariibacter
ASV5855,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV5856,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula
ASV5857,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,NA,NA
ASV5858,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV5859,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV5860,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV5861,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Achromobacter
ASV5862,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV5863,Bacteria,Proteobacteria,Deltaproteobacteria,NA,NA,NA
ASV5864,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula
ASV5865,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Synechococcus_MBIC10613
ASV5866,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV5867,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,NA,NA
ASV5868,Bacteria,NA,NA,NA,NA,NA
ASV5869,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A_clade,NA,NA
ASV5870,Bacteria,Proteobacteria,Deltaproteobacteria,NA,NA,NA
ASV5871,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,Granulosicoccus
ASV5872,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,NA,NA
ASV5873,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV5874,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Synechococcus_MBIC10613
ASV5875,Bacteria,WPS-2,NA,NA,NA,NA
ASV5876,Bacteria,Actinobacteria,Actinobacteria,NA,NA,NA
ASV5877,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Luminiphilus
ASV5878,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Coraliomargarita
ASV5879,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV5880,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV5881,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Aestuariicella
ASV5882,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Marinobacterium
ASV5883,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV5884,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Synechococcus_MBIC10613
ASV5885,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324_clade(Marine_group_B),NA,NA
ASV5886,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinifilaceae,NA
ASV5887,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV5888,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudodonghicola
ASV5889,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV5890,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Roseibium
ASV5891,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,Draconibacterium
ASV5892,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV5893,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV6113,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,NA
ASV6114,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas
ASV6115,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Agaribacter
ASV6116,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,NA
ASV6117,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV6118,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Urania-1B-19_marine_sediment_group
ASV6119,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,NA
ASV6120,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella
ASV6121,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV6122,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
ASV6123,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV6124,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV6125,Archaea,Euryarchaeota,Thermoplasmata,Marine_Group_II,NA,NA
ASV6126,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Urania-1B-19_marine_sediment_group
ASV6127,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Synechococcus_MBIC10613
ASV6128,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
ASV6129,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV6130,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV6131,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Sphaerochaeta
ASV6132,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353_marine_group,NA,NA
ASV6133,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV6134,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XII,NA
ASV6135,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,EBM-39
ASV6136,Bacteria,Planctomycetes,BD7-11,NA,NA,NA
ASV6137,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324_clade(Marine_group_B),NA,NA
ASV6138,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Roseibium
ASV6139,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV6140,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV6141,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,NA
ASV6142,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV6143,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,NA,NA
ASV6144,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,NA
ASV6145,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,NA,NA
ASV6146,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV6147,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aurantivirga
ASV6148,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV6149,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV6150,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
ASV6151,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Spongiibacter
ASV6152,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV6153,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,Owenweeksia
ASV6154,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS2b_marine_group
ASV6155,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Candidatus_Thiobios
ASV6156,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,NA,NA
ASV6157,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella
ASV6158,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfopila
